Title	First Author First Name	First Author Surname	Corresponding Author First Name	Corresponding Author Surname	Corresponding Author Order	Publication Name	Alternate Name	Abstract	Url	Author Address	Year	DOI	Reference Type	PDF Relative Path	Keywords
Effectiveness of corticosteroid injections compared with physiotherapeutic interventions for lateral epicondylitis: a systematic review		Barr, S., Cerisola, F. L. and Blanchard, V.				physiotherapy	physiotherapy	OBJECTIVES: To compare the effectiveness of corticosteroid injections with physiotherapeutic interventions for the treatment of lateral epicondylitis (tennis elbow). DATA SOURCES: The electronic databases AMED, Cinahl, Medline and Embase were searched up to Week 12 2009. In addition, the Cochrane Central Register of Controlled Clinical Trials, the Metaregister of Controlled Clinical Trials and the Physiotherapy Evidence Database (PEDro) were searched up to March 2009. REVIEW METHODS: All English-language randomised controlled trials (RCTs) that included participants with a clinical diagnosis of lateral epicondylitis, comparing corticosteroid injections with physiotherapeutic interventions, and used at least one clinically relevant outcome measure were included. The review authors extracted and analysed the data independently, using the PEDro scale to assess the methodological quality of each eligible study. RESULTS: Five RCTs were identified and included in the review. Four of the studies included the measurement of pain-free grip strength. Standardised mean differences (effect sizes) were calculated for this outcome measure and assessor's rating of severity at 3, 6, 12, 26 and 52 weeks for two of the RCTs. Large effect sizes were demonstrated in favour of corticosteroid injections at short-term follow-up. At intermediate- and long-term follow-up, medium-to-large effect sizes were demonstrated in favour of physiotherapeutic interventions compared with corticosteroid injections. However, at long-term follow-up, the research suggests that there is a small benefit of physiotherapeutic interventions compared with a 'wait and see' policy. CONCLUSION: Overall, the findings indicated that corticosteroid injections are effective at short-term follow-up, and physiotherapeutic interventions are effective at intermediate- and long-term follow-up. However, due to the limited number of high-quality RCTs and differences in the interventions and outcomes utilised within each of the included studies, any conclusions drawn must be interpreted with caution.			2009				60
Limited knowledge on progestogen-only contraception and risk of venous thromboembolism		Bergendal, A., Odlind, V., Persson, I. and Kieler, H.				acta obstetricia et gynecologica scandinavica	acta obstetricia et gynecologica scandinavica	OBJECTIVE: To assess the current knowledge concerning progestogen-only contraception (POC) and risks of venous thromboembolism (VTE). DESIGN AND SETTING: Systematic review of the literature on observational and analytical studies reporting risk estimates for VTE in women exposed to POCs. METHODS AND MAIN OUTCOME MEASURES: We performed a computerized literature search in the Pub Med, Embase, and the Cochrane Library for studies published between 1966 and February 13, 2008. Based on the evaluated studies we calculated an overall risk estimate for VTE in association with POC. RESULTS: Four case-control studies and one cohort study were included. Of the case-control studies, three reported an increased risk and one a decreased risk of VTE. The cohort study found divergent results depending on the type of statistical analysis used. None of the results was statistically significant. The overall odds ratio for POC-associated VTE in the four case-control studies was 1.45 (95% CI=0.92-2.26). CONCLUSIONS: The risk of VTE associated with use of POCs is poorly investigated. The slightly elevated overall risk estimate might suggest an association between POC and an increased risk for VTE. The results must, however, be interpreted with caution due to the possibility of residual confounding. Well-designed studies with sufficient statistical power to evaluate risks of VTE with POC are warranted.			2009				69
Efficacy of antidepressants and psychological therapies in irritable bowel syndrome: systematic review and meta-analysis		Ford, A. C., Talley, N. J., Schoenfeld, P. S., Quigley, E. M. and Moayyedi, P.				gut	gut	"OBJECTIVE: Irritable bowel syndrome (IBS) is a chronic functional gastrointestinal disorder. Evidence for treatment of the condition with antidepressants and psychological therapies is conflicting. DESIGN: Systematic review and meta-analysis of randomised controlled trials (RCTs). MEDLINE, EMBASE and the Cochrane Controlled Trials Register were searched (up to May 2008). SETTING: RCTs based in primary, secondary and tertiary care. PATIENTS: Adults with IBS. INTERVENTIONS: Antidepressants versus placebo, and psychological therapies versus control therapy or ""usual management"". MAIN OUTCOME MEASURES: Dichotomous symptom data were pooled to obtain a relative risk (RR) of remaining symptomatic after therapy, with a 95% confidence interval (CI). The number needed to treat (NNT) was calculated from the reciprocal of the risk difference. RESULTS: The search strategy identified 571 citations. Thirty-two RCTs were eligible for inclusion: 19 compared psychological therapies with control therapy or ""usual management"", 12 compared antidepressants with placebo, and one compared both psychological therapy and antidepressants with placebo. Study quality was generally good for antidepressant but poor for psychological therapy trials. The RR of IBS symptoms persisting with antidepressants versus placebo was 0.66 (95% CI, 0.57 to 0.78), with similar treatment effects for both tricyclic antidepressants and selective serotonin reuptake inhibitors. The RR of symptoms persisting with psychological therapies was 0.67 (95% CI, 0.57 to 0.79). The NNT was 4 for both interventions. CONCLUSIONS: Antidepressants are effective in the treatment of IBS. There is less high-quality evidence for routine use of psychological therapies in IBS, but available data suggest these may be of comparable efficacy."			2009				240
Directly observed antiretroviral therapy: a systematic review and meta-analysis of randomised clinical trials		Ford, N., Nachega, J. B., Engel, M. E. and Mills, E. J.				lancet	lancet	BACKGROUND: Directly observed therapy has been recommended to improve adherence for patients with HIV infection who are on highly active antiretroviral therapy, but the benefit and cost-effectiveness of this approach has not been established conclusively. We did a systematic review and meta-analysis of randomised trials of directly observed versus self-administered antiretroviral treatment. METHODS: We did duplicate searches of databases (from inception to July 27, 2009), searchable websites of major HIV conferences (up to July, 2009), and lay publications and websites (March-July, 2009) to identify randomised trials assessing directly observed therapy to promote adherence to antiretroviral therapy in adults. Our primary outcome was virological suppression at study completion. We calculated relative risks (95% CIs), and pooled estimates using a random-effects method. FINDINGS: 12 studies met our inclusion criteria; four of these were done in groups that were judged to be at high risk of poor adherence (drug users and homeless people). Ten studies reported on the primary outcome (n=1862 participants); we calculated a pooled relative risk of 1.04 (95% CI 0.91-1.20, p=0.55), and noted moderate heterogeneity between the studies (I(2)= 53.8%, 95% CI 0-75.7, p=0.0247) for directly observed versus self-administered treatment. INTERPRETATION: Directly observed antiretroviral therapy seems to offer no benefit over self-administered treatment, which calls into question the use of such an approach to support adherence in the general patient population. FUNDING: None.			2009				241
The effect of feedback to general practitioners on quality of care for people with type 2 diabetes. A systematic review of the literature		Guldberg, T. L., Lauritzen, T., Kristensen, J. K. and Vedsted, P.				bmc family practice	bmc family practice	BACKGROUND: There have been numerous efforts to improve and assure the quality of treatment and follow-up of people with Type 2 diabetes (PT2D) in general practice. Facilitated by the increasing usability and validity of guidelines, indicators and databases, feedback on diabetes care is a promising tool in this aspect. Our goal was to assess the effect of feedback to general practitioners (GPs) on the quality of care for PT2D based on the available literature. METHODS: Systematic review searches were conducted using October 2008 updates of Medline (Pubmed), Cochrane library and Embase databases. Additional searches in reference lists and related articles were conducted. Papers were included if published in English, performed as randomized controlled trials, studying diabetes, having general practice as setting and using feedback to GPs on diabetes care. The papers were assessed according to predefined criteria. RESULTS: Ten studies complied with the inclusion criteria. Feedback improved the care for PT2D, particularly process outcomes such as foot exams, eye exams and Hba1c measurements. Clinical outcomes like lowering of blood pressure, Hba1c and cholesterol levels were seen in few studies. Many process and outcome measures did not improve, while none deteriorated. Meta analysis was unfeasible due to heterogeneity of the studies included. Two studies used electronic feedback. CONCLUSION: Based on this review, feedback seems a promising tool for quality improvement in diabetes care, but more research is needed, especially of electronic feedback.			2009				293
Systematic review on quality control for drug management programs: is quality reported in the literature?		Holtorf, A. P., McAdam-Marx, C., Schaaf, D., Eng, B. and Oderda, G.				bmc health services research	bmc health services research	BACKGROUND: Maintaining quality of care while managing limited healthcare resources is an ongoing challenge in healthcare. The objective of this study was to evaluate how the impact of drug management programs is reported in the literature and to identify potentially existing quality standards. METHODS: This analysis relates to the published research on the impact of drug management on economic, clinical, or humanistic outcomes in managed care, indemnity insurance, VA, or Medicaid in the USA published between 1996 and 2007. Included articles were systematically analyzed for study objective, study endpoints, and drug management type. They were further categorized by drug management tool, primary objective, and study endpoints. RESULTS: None of the 76 included publications assessed the overall quality of drug management tools. The impact of 9 different drug management tools used alone or in combination was studied in pharmacy claims, medical claims, electronic medical records or survey data from either patient, plan or provider perspective using an average of 2.1 of 11 possible endpoints. A total of 68% of the studies reported the impact on plan focused endpoints, while the clinical, the patient or the provider perspective were studied to a much lower degree (45%, 42% and 12% of the studies). Health outcomes were only accounted for in 9.2% of the studies. CONCLUSION: Comprehensive assessment of quality considering plan, patient and clinical outcomes is not yet applied. There is no defined quality standard. Benchmarks including health outcomes should be determined and used to improve the overall clinical and economic effectiveness of drug management programs.			2009				326
Systematic review of effect of community-level interventions to reduce maternal mortality		Kidney, E., Winter, H. R., Khan, K. S., Gülmezoglu, A. M., Meads, C. A., Deeks, J. J. and Macarthur, C.				bmc pregnancy and childbirth	bmc pregnancy and childbirth	BACKGROUND: The objective was to provide a systematic review of the effectiveness of community-level interventions to reduce maternal mortality. METHODS: We searched published papers using Medline, Embase, Cochrane library, CINAHL, BNI, CAB ABSTRACTS, IBSS, Web of Science, LILACS and African Index Medicus from inception or at least 1982 to June 2006; searched unpublished works using National Research Register website, metaRegister and the WHO International Trial Registry portal. We hand searched major references.Selection criteria were maternity or childbearing age women, comparative study designs with concurrent controls, community-level interventions and maternal death as an outcome. We carried out study selection, data abstraction and quality assessment independently in duplicate. RESULTS: We found five cluster randomised controlled trials (RCT) and eight cohort studies of community-level interventions. We summarised results as odds ratios (OR) and confidence intervals (CI), combined using the Peto method for meta-analysis. Two high quality cluster RCTs, aimed at improving perinatal care practices, showed a reduction in maternal mortality reaching statistical significance (OR 0.62, 95% CI 0.39 to 0.98). Three equivalence RCTs of minimal goal-oriented versus usual antenatal care showed no difference in maternal mortality (1.09, 95% CI 0.53 to 2.25). The cohort studies were of low quality and did not contribute further evidence. CONCLUSION: Community-level interventions of improved perinatal care practices can bring about a reduction in maternal mortality. This challenges the view that investment in such interventions is not worthwhile. Programmes to improve maternal mortality should be evaluated using randomised controlled techniques to generate further evidence.			2009				401
Whole plant cannabis extracts in the treatment of spasticity in multiple sclerosis: a systematic review		Lakhan, S. E. and Rowland, M.				bmc neurology	bmc neurology	BACKGROUND: Cannabis therapy has been considered an effective treatment for spasticity, although clinical reports of symptom reduction in multiple sclerosis (MS) describe mixed outcomes. Recently introduced therapies of combined Delta9-tetrahydrocannabinol (THC) and cannabidiol (CBD) extracts have potential for symptom relief with the possibility of reducing intoxication and other side effects. Although several past reviews have suggested that cannabinoid therapy provides a therapeutic benefit for symptoms of MS, none have presented a methodical investigation of newer cannabinoid treatments in MS-related spasticity. The purpose of the present review was to systematically evaluate the effectiveness of combined THC and CBD extracts on MS-related spasticity in order to increase understanding of the treatment's potential effectiveness, safety and limitations. METHODS: We reviewed MEDLINE/PubMed, Ovid, and CENTRAL electronic databases for relevant studies using randomized controlled trials. Studies were included only if a combination of THC and CBD extracts was used, and if pre- and post-treatment assessments of spasticity were reported. RESULTS: Six studies were systematically reviewed for treatment dosage and duration, objective and subjective measures of spasticity, and reports of adverse events. Although there was variation in the outcome measures reported in these studies, a trend of reduced spasticity in treated patients was noted. Adverse events were reported in each study, however combined TCH and CBD extracts were generally considered to be well-tolerated. CONCLUSION: We found evidence that combined THC and CBD extracts may provide therapeutic benefit for MS spasticity symptoms. Although some objective measures of spasticity noted improvement trends, there were no changes found to be significant in post-treatment assessments. However, subjective assessment of symptom relief did often show significant improvement post-treatment. Differences in assessment measures, reports of adverse events, and dosage levels are discussed.			2009				439
Moxibustion and other acupuncture point stimulation methods to treat breech presentation: a systematic review of clinical trials		Li, X., Hu, J., Wang, X., Zhang, H. and Liu, J.				chinese medicine	chinese medicine	BACKGROUND: Moxibustion, acupuncture and other acupoint stimulations are commonly used for the correction of breech presentation. This systematic review aims to evaluate the efficacy and safety of moxibustion and other acupoint stimulations to treat breech presentation. METHODS: We included randomized controlled trials (RCTs) and controlled clinical trials (CCTs) on moxibustion, acupuncture or any other acupoint stimulating methods for breech presentation in pregnant women. All searches in PubMed, the Cochrane Library (2008 Issue 2), China National Knowledge Information (CNKI), Chinese Scientific Journal Database (VIP) and WanFang Database ended in July 2008. Two authors extracted and analyzed the data independently. RESULTS: Ten RCTs involving 2090 participants and seven CCTs involving 1409 participants were included in the present study. Meta-analysis showed significant differences between moxibustion and no treatment (RR 1.35, 95% CI 1.20 to 1.51; 3 RCTs). Comparison between moxibustion and knee-chest position did not show significant differences (RR 1.30, 95% CI 0.95 to 1.79; 3 RCTs). Moxibustion plus other therapeutic methods showed significant beneficial effects (RR 1.36, 95% CI 1.21 to 1.54; 2 RCTs). Laser stimulation was more effective than assuming the knee-chest position plus pelvis rotating. Moxibustion was more effective than no treatment (RR 1.29, 95% CI 1.17 to 1.42; 2 CCTs) but was not more effective than the knee-chest position treatment (RR 1.22, 95% CI 1.11 to 1.34; 2 CCTs). Laser stimulation at Zhiyin (BL67) was more effective than the knee-chest position treatment (RR 1.30, 95% CI 1.10 to 1.54; 2 CCTs,). CONCLUSION: Moxibustion, acupuncture and laser acupoint stimulation tend to be effective in the correction of breech presentation.			2009				459
Application of biomedical informatics to chronic pediatric diseases: a systematic review		Moeinedin, F., Moineddin, R., Jadad, A. R., Hamid, J. S., To, T. and Beyene, J.				bmc medical informatics and decision making	bmc medical informatics and decision making	BACKGROUND: Chronic diseases affect millions of children worldwide leading to substantial disease burden to the children and their families as well as escalating health care costs. The increasing trend in the prevalence of complex pediatric chronic diseases requires innovative and optimal delivery of care. Biomedical informatics applications play an important role in improving health outcomes while being cost-effective. However, their utility in pediatric chronic diseases has not been studied in a comprehensive and systematic way. The objective of this study was to conduct a systematic review of the effects of biomedical informatics applications in pediatric chronic diseases. METHODS: A comprehensive literature search was conducted using MEDLINE, the Cochrane Library and EMBASE databases from inception of each database to September 2008. We included studies of any methodological type and any language that applied biomedical informatics to chronic conditions in children and adolescents 18 years of age or younger. Two independent reviewers carried out study selection and data extraction. Quality assessment was performed using a study design evaluation instrument to appraise the strength of the studies and their methodological adequacy. Because of heterogeneity in the conditions and outcomes we studied, a formal meta-analysis was not performed. RESULTS: Based on our search strategy, 655 titles and abstracts were reviewed. From this set we identified 27 relevant articles that met our inclusion criteria. The results from these studies indicated that biomedical informatics applications have favourable clinical and patient outcomes including, but not limited to, reduced number of emergency room visits, improved knowledge on disease management, and enhanced satisfaction. Seventy percent of reviewed papers were published after year 2000, 89% of users were patients and 11% were either providers or caregivers. The majority (96%) of the selected studies reported improved outcomes. CONCLUSION: Published studies suggested positive impacts of informatics predominantly in pediatric asthma. As electronic tools become more widely adopted, there will be opportunities to improve patient care in a wide range of chronic illnesses through informatics solutions.			2009				558
